"houseName","houseAddress","ListPrice","LastPrice","landSize","propertySize","SoldDate","priceChange","isBalconyAvailable"
"Örtgatan 27","Örtgatan 27 RadhusRadhus Lergärdet, Borlänge kommun","0 kr/mån","176 m² 6 rum Slutpris 2 000 000 kr","480 m² tomt","176 m² 6 rum","Såld 7 april 2016","+25 %",""
"Hagbacksgatan 16:1","Hagbacksgatan 16:1 RadhusRadhus Domnarvet, Borlänge kommun","4 400 kr/mån","75 m² 3 rum Slutpris 1 225 000 kr","","75 m² 3 rum","Såld 1 april 2016","+26 %",""
"Lergatan 19b","Lergatan 19b RadhusRadhus BORLÄNGE, Borlänge kommun","0 kr/mån","106 + 5 m² 5 rum Slutpris 2 600 000 kr","145 m² tomt","106 + 5 m² 5 rum","Såld 11 mars 2016","+6 %",""
"Källparksgatan 9","Källparksgatan 9 RadhusRadhus Barkargärdet, Borlänge kommun","6 572 kr/mån","110 m² 5 rum Slutpris 1 335 000 kr","","110 m² 5 rum","Såld 15 februari 2016","+41 %",""
"Blåbärsstigen 22","Blåbärsstigen 22 RadhusRadhus Medväga, Borlänge kommun","","120 m² 5 rum Slutpris 1 530 000 kr","317 m² tomt","120 m² 5 rum","Såld 5 februari 2016","+18 %",""
"Stånggatan 16","Stånggatan 16 RadhusRadhus Nygårdsdalen, Borlänge kommun","0 kr/mån","96 m² 4 rum Slutpris 1 620 000 kr","383 m² tomt","96 m² 4 rum","Såld 19 januari 2016","+8 %",""
"Mets Eriks Väg 47","Mets Eriks Väg 47 RadhusRadhus Skräddarbacken, Borlänge kommun","0 kr/mån","116 m² 5 rum Slutpris 1 720 000 kr","285 m² tomt","116 m² 5 rum","Såld 30 december 2015","+1 %",""
"Kämpesgatan 47","Kämpesgatan 47 RadhusRadhus Forssa, Borlänge kommun","0 kr/mån","102 m² 4 rum Slutpris 1 775 000 kr","608 m² tomt","102 m² 4 rum","Såld 17 december 2015","+31 %",""
"Hans Filips Väg 17","Hans Filips Väg 17 RadhusRadhus Skräddarbacken, Borlänge kommun","0 kr/mån","118 + 12 m² 5 rum Slutpris 1 300 000 kr","438 m² tomt","118 + 12 m² 5 rum","Såld 11 december 2015","+31 %",""
"Märkargatan 18","Märkargatan 18 RadhusRadhus Kvarnsveden, Borlänge kommun","0 kr/mån","88 m² 4 rum Slutpris 1 755 000 kr","114 m² tomt","88 m² 4 rum","Såld 4 december 2015","+30 %",""
"Årbyvägen 33A","Årbyvägen 33A RadhusRadhus Årby, Borlänge kommun","","110 m² 4 rum Slutpris 1 450 000 kr","354 m² tomt","110 m² 4 rum","Såld 24 november 2015","-2 %",""
"Sjöbrisvägen 37","Sjöbrisvägen 37 RadhusRadhus ÅRBY, Borlänge kommun","0 kr/mån","110 m² 5 rum Slutpris 1 535 000 kr","248 m² tomt","110 m² 5 rum","Såld 19 november 2015","-1 %",""
"Årbyvägen 27a","Årbyvägen 27a RadhusRadhus Årby, Borlänge kommun","0 kr/mån","132 m² 5 rum Slutpris 1 795 000 kr","513 m² tomt","132 m² 5 rum","Såld 12 november 2015","±0 %",""
"Grönstedtsgatan 10","Grönstedtsgatan 10 RadhusRadhus Gylletäppan, Borlänge kommun","","76 + 76 m² 3 rum Slutpris 1 175 000 kr","260 m² tomt","76 + 76 m² 3 rum","Såld 3 november 2015","+9 %",""
"Ärlestigen 18","Ärlestigen 18 RadhusRadhus MJÄLGA, Borlänge kommun","0 kr/mån","90 + 65 m² 3 rum Slutpris 1 540 000 kr","464 m² tomt","90 + 65 m² 3 rum","Såld 19 oktober 2015","+40 %",""
"Högåkersgatan 10","Högåkersgatan 10 RadhusRadhus GYLLETÄPPAN, Borlänge kommun","0 kr/mån","76 + 76 m² 3 rum Slutpris 1 350 000 kr","267 m² tomt","76 + 76 m² 3 rum","Såld 9 oktober 2015","+17 %",""
"Ols gustavs väg 28","Ols gustavs väg 28 RadhusRadhus Skräddarbacken, Borlänge kommun","6 200 kr/mån","108 m² 4 rum Slutpris 950 000 kr","","108 m² 4 rum","Såld 30 september 2015","±0 %",""
"Arons Eriks väg 26","Arons Eriks väg 26 RadhusRadhus Skräddarbacken, Borlänge kommun","5 550 kr/mån","108,2 m² 4 rum Slutpris 1 050 000 kr","","108,2 m² 4 rum","Såld 10 september 2015","+32 %",""
"Strandängsgatan 23","Strandängsgatan 23 RadhusRadhus HÖNSARVET, Borlänge kommun","6 209 kr/mån","117,2 m² 4 rum Slutpris 950 000 kr","","117,2 m² 4 rum","Såld 27 augusti 2015","+73 %",""
"Rosengatan 4","Rosengatan 4 RadhusRadhus Lergärdet, Borlänge kommun","0 kr/mån","118 m² 4 rum Slutpris 2 070 000 kr","598 m² tomt","118 m² 4 rum","Såld 27 augusti 2015","+15 %",""
"Bävergatan 18","Bävergatan 18 RadhusRadhus Övre Tjärna, Borlänge kommun","5 890 kr/mån","86 m² 4 rum Slutpris 1 000 000 kr","","86 m² 4 rum","Såld 17 augusti 2015","+18 %",""
"Arons Eriks väg 23","Arons Eriks väg 23 RadhusRadhus Skräddarbacken, Borlänge kommun","5 950 kr/mån","108 m² 4 rum Slutpris 1 280 000 kr","","108 m² 4 rum","Såld 3 augusti 2015","+61 %",""
"Granitvägen 12G","Granitvägen 12G RadhusRadhus Forssa, Borlänge kommun","6 090 kr/mån","107 m² 4 rum Slutpris 850 000 kr","","107 m² 4 rum","Såld 30 juli 2015","+43 %",""
"Förargatan 8","Förargatan 8 RadhusRadhus GYLLETÄPPAN, Borlänge kommun","0 kr/mån","88 + 14 m² 4 rum Slutpris 1 860 000 kr","614 m² tomt","88 + 14 m² 4 rum","Såld 15 juli 2015","+8 %",""
"Glans väg 51 A","Glans väg 51 A RadhusRadhus Övermora, Borlänge kommun","4 273 kr/mån","76 + 35 m² 3 rum Slutpris 750 000 kr","","76 + 35 m² 3 rum","Såld 1 juli 2015","+14 %",""
"Hagbacksgatan 18:4","Hagbacksgatan 18:4 RadhusRadhus Domnarvet, Borlänge kommun","4 400 kr/mån","75 m² 3 rum Slutpris 975 000 kr","","75 m² 3 rum","Såld 24 juni 2015","+15 %",""
"Skidvägen 20","Skidvägen 20 RadhusRadhus Kvarnsveden, Borlänge kommun","0 kr/mån","114 m² 4 rum Slutpris 2 060 000 kr","967 m² tomt","114 m² 4 rum","Såld 28 maj 2015","+22 %",""
"Årbyvägen 115","Årbyvägen 115 RadhusRadhus ÅRBY, Borlänge kommun","0 kr/mån","110 m² 5 rum Slutpris 2 600 000 kr","263 m² tomt","110 m² 5 rum","Såld 22 maj 2015","+33 %",""
"Mets Eriks Väg 47","Mets Eriks Väg 47 RadhusRadhus Skräddarbacken, Borlänge kommun","0 kr/mån","116 m² 5 rum Slutpris 1 400 000 kr","285 m² tomt","116 m² 5 rum","Såld 18 maj 2015","+19 %",""
"Örtgatan 38 D","Örtgatan 38 D RadhusRadhus Lergärdet, Borlänge kommun","7 350 kr/mån","127 m² 4 rum Slutpris 740 000 kr","","127 m² 4 rum","Såld 29 april 2015","+64 %",""
"Årbyvägen 17c","Årbyvägen 17c RadhusRadhus Årby, Borlänge kommun","0 kr/mån","124 m² 4 rum Slutpris 1 640 000 kr","354 m² tomt","124 m² 4 rum","Såld 24 april 2015","+18 %",""
"Solrosgatan 10","Solrosgatan 10 RadhusRadhus LERGÄRDET, Borlänge kommun","0 kr/mån","160 m² 6 rum Slutpris 1 500 000 kr","623 m² tomt","160 m² 6 rum","Såld 3 mars 2015","+9 %",""
"Mets Eriks väg 27","Mets Eriks väg 27 RadhusRadhus Skräddarbacken, Borlänge kommun","","133 + 17 m² 6 rum Slutpris 1 660 000 kr","435 m² tomt","133 + 17 m² 6 rum","Såld 2 mars 2015","+16 %",""
"Hagbacksgatan 12:3","Hagbacksgatan 12:3 RadhusRadhus Borlänge, Borlänge kommun","4 400 kr/mån","75 m² 3 rum Slutpris 830 000 kr","","75 m² 3 rum","Såld 13 februari 2015","+4 %",""
"Krossgatan 5","Krossgatan 5 RadhusRadhus Matsknuts, Borlänge kommun","7 370 kr/mån","120 m² 5 rum Slutpris 900 000 kr","","120 m² 5 rum","Såld 29 januari 2015","+13 %",""
"Mets Eriks Väg 49","Mets Eriks Väg 49 RadhusRadhus Skräddarbacken, Borlänge kommun","0 kr/mån","106 m² 3 rum Slutpris 1 000 000 kr","415 m² tomt","106 m² 3 rum","Såld 15 december 2014","-15 %",""
"Glättargatan 17","Glättargatan 17 RadhusRadhus KVARNSVEDEN, Borlänge kommun","0 kr/mån","88 + 32 m² 4 rum Slutpris 1 100 000 kr","417 m² tomt","88 + 32 m² 4 rum","Såld 13 december 2014","+47 %",""
"Täppgatan 6","Täppgatan 6 RadhusRadhus Mjälga, Borlänge kommun","0 kr/mån","95 + 50 m² 3,5 rum Slutpris 750 000 kr","450 m² tomt","95 + 50 m² 3,5 rum","Såld 14 november 2014","+25 %",""
"houseName","houseAddress","ListPrice","LastPrice","landSize","propertySize","SoldDate","priceChange","isBalconyAvailable"
"Blåbärsstigen 36","Blåbärsstigen 36 RadhusRadhus Medväga, Borlänge kommun","","122 m² 4 rum Slutpris 1 660 000 kr","173 m² tomt","122 m² 4 rum","Såld 3 juni 2016","+28 %",""
"Tunavägen 228a","Tunavägen 228a RadhusRadhus Bro, Borlänge kommun","0 kr/mån","153 + 97 m² 6 rum Slutpris 2 260 000 kr","365 m² tomt","153 + 97 m² 6 rum","Såld 31 maj 2016","+5 %",""
"Bo Eriks Väg 19","Bo Eriks Väg 19 RadhusRadhus Skräddarbacken, Borlänge kommun","0 kr/mån","111 + 5 m² 4 rum Slutpris 1 600 000 kr","254 m² tomt","111 + 5 m² 4 rum","Såld 26 maj 2016","+34 %",""
"Strandängsgatan 29","Strandängsgatan 29 RadhusRadhus Hönsarvet, Borlänge kommun","6 209 kr/mån","117,2 m² 4 rum Slutpris 1 100 000 kr","","117,2 m² 4 rum","Såld 4 maj 2016","+29 %",""
"Huggargatan 4","Huggargatan 4 RadhusRadhus Kvarnsveden, Borlänge kommun","0 kr/mån","93 m² 4 rum Slutpris 2 000 000 kr","335 m² tomt","93 m² 4 rum","Såld 3 maj 2016","+34 %",""
"Granitvägen 12 E","Granitvägen 12 E RadhusRadhus Forssa, Borlänge kommun","6 089 kr/mån","107 m² 4 rum Slutpris 905 000 kr","","107 m² 4 rum","Såld 21 april 2016","+29 %",""
"Örtgatan 27","Örtgatan 27 RadhusRadhus Lergärdet, Borlänge kommun","0 kr/mån","176 m² 6 rum Slutpris 2 000 000 kr","480 m² tomt","176 m² 6 rum","Såld 7 april 2016","+25 %",""
"Hagbacksgatan 16:1","Hagbacksgatan 16:1 RadhusRadhus Domnarvet, Borlänge kommun","4 400 kr/mån","75 m² 3 rum Slutpris 1 225 000 kr","","75 m² 3 rum","Såld 1 april 2016","+26 %",""
"Lergatan 19b","Lergatan 19b RadhusRadhus BORLÄNGE, Borlänge kommun","0 kr/mån","106 + 5 m² 5 rum Slutpris 2 600 000 kr","145 m² tomt","106 + 5 m² 5 rum","Såld 11 mars 2016","+6 %",""
"Källparksgatan 9","Källparksgatan 9 RadhusRadhus Barkargärdet, Borlänge kommun","6 572 kr/mån","110 m² 5 rum Slutpris 1 335 000 kr","","110 m² 5 rum","Såld 15 februari 2016","+41 %",""
"Blåbärsstigen 22","Blåbärsstigen 22 RadhusRadhus Medväga, Borlänge kommun","","120 m² 5 rum Slutpris 1 530 000 kr","317 m² tomt","120 m² 5 rum","Såld 5 februari 2016","+18 %",""
"Stånggatan 16","Stånggatan 16 RadhusRadhus Nygårdsdalen, Borlänge kommun","0 kr/mån","96 m² 4 rum Slutpris 1 620 000 kr","383 m² tomt","96 m² 4 rum","Såld 19 januari 2016","+8 %",""
"Mets Eriks Väg 47","Mets Eriks Väg 47 RadhusRadhus Skräddarbacken, Borlänge kommun","0 kr/mån","116 m² 5 rum Slutpris 1 720 000 kr","285 m² tomt","116 m² 5 rum","Såld 30 december 2015","+1 %",""
"Kämpesgatan 47","Kämpesgatan 47 RadhusRadhus Forssa, Borlänge kommun","0 kr/mån","102 m² 4 rum Slutpris 1 775 000 kr","608 m² tomt","102 m² 4 rum","Såld 17 december 2015","+31 %",""
"Hans Filips Väg 17","Hans Filips Väg 17 RadhusRadhus Skräddarbacken, Borlänge kommun","0 kr/mån","118 + 12 m² 5 rum Slutpris 1 300 000 kr","438 m² tomt","118 + 12 m² 5 rum","Såld 11 december 2015","+31 %",""
"Märkargatan 18","Märkargatan 18 RadhusRadhus Kvarnsveden, Borlänge kommun","0 kr/mån","88 m² 4 rum Slutpris 1 755 000 kr","114 m² tomt","88 m² 4 rum","Såld 4 december 2015","+30 %",""
"Årbyvägen 33A","Årbyvägen 33A RadhusRadhus Årby, Borlänge kommun","","110 m² 4 rum Slutpris 1 450 000 kr","354 m² tomt","110 m² 4 rum","Såld 24 november 2015","-2 %",""
"Sjöbrisvägen 37","Sjöbrisvägen 37 RadhusRadhus ÅRBY, Borlänge kommun","0 kr/mån","110 m² 5 rum Slutpris 1 535 000 kr","248 m² tomt","110 m² 5 rum","Såld 19 november 2015","-1 %",""
"Årbyvägen 27a","Årbyvägen 27a RadhusRadhus Årby, Borlänge kommun","0 kr/mån","132 m² 5 rum Slutpris 1 795 000 kr","513 m² tomt","132 m² 5 rum","Såld 12 november 2015","±0 %",""
"Grönstedtsgatan 10","Grönstedtsgatan 10 RadhusRadhus Gylletäppan, Borlänge kommun","","76 + 76 m² 3 rum Slutpris 1 175 000 kr","260 m² tomt","76 + 76 m² 3 rum","Såld 3 november 2015","+9 %",""
"Ärlestigen 18","Ärlestigen 18 RadhusRadhus MJÄLGA, Borlänge kommun","0 kr/mån","90 + 65 m² 3 rum Slutpris 1 540 000 kr","464 m² tomt","90 + 65 m² 3 rum","Såld 19 oktober 2015","+40 %",""
"Högåkersgatan 10","Högåkersgatan 10 RadhusRadhus GYLLETÄPPAN, Borlänge kommun","0 kr/mån","76 + 76 m² 3 rum Slutpris 1 350 000 kr","267 m² tomt","76 + 76 m² 3 rum","Såld 9 oktober 2015","+17 %",""
"Ols gustavs väg 28","Ols gustavs väg 28 RadhusRadhus Skräddarbacken, Borlänge kommun","6 200 kr/mån","108 m² 4 rum Slutpris 950 000 kr","","108 m² 4 rum","Såld 30 september 2015","±0 %",""
"Arons Eriks väg 26","Arons Eriks väg 26 RadhusRadhus Skräddarbacken, Borlänge kommun","5 550 kr/mån","108,2 m² 4 rum Slutpris 1 050 000 kr","","108,2 m² 4 rum","Såld 10 september 2015","+32 %",""
"Strandängsgatan 23","Strandängsgatan 23 RadhusRadhus HÖNSARVET, Borlänge kommun","6 209 kr/mån","117,2 m² 4 rum Slutpris 950 000 kr","","117,2 m² 4 rum","Såld 27 augusti 2015","+73 %",""
"Rosengatan 4","Rosengatan 4 RadhusRadhus Lergärdet, Borlänge kommun","0 kr/mån","118 m² 4 rum Slutpris 2 070 000 kr","598 m² tomt","118 m² 4 rum","Såld 27 augusti 2015","+15 %",""
"Bävergatan 18","Bävergatan 18 RadhusRadhus Övre Tjärna, Borlänge kommun","5 890 kr/mån","86 m² 4 rum Slutpris 1 000 000 kr","","86 m² 4 rum","Såld 17 augusti 2015","+18 %",""
"Arons Eriks väg 23","Arons Eriks väg 23 RadhusRadhus Skräddarbacken, Borlänge kommun","5 950 kr/mån","108 m² 4 rum Slutpris 1 280 000 kr","","108 m² 4 rum","Såld 3 augusti 2015","+61 %",""
"Granitvägen 12G","Granitvägen 12G RadhusRadhus Forssa, Borlänge kommun","6 090 kr/mån","107 m² 4 rum Slutpris 850 000 kr","","107 m² 4 rum","Såld 30 juli 2015","+43 %",""
"Förargatan 8","Förargatan 8 RadhusRadhus GYLLETÄPPAN, Borlänge kommun","0 kr/mån","88 + 14 m² 4 rum Slutpris 1 860 000 kr","614 m² tomt","88 + 14 m² 4 rum","Såld 15 juli 2015","+8 %",""
"Glans väg 51 A","Glans väg 51 A RadhusRadhus Övermora, Borlänge kommun","4 273 kr/mån","76 + 35 m² 3 rum Slutpris 750 000 kr","","76 + 35 m² 3 rum","Såld 1 juli 2015","+14 %",""
"Hagbacksgatan 18:4","Hagbacksgatan 18:4 RadhusRadhus Domnarvet, Borlänge kommun","4 400 kr/mån","75 m² 3 rum Slutpris 975 000 kr","","75 m² 3 rum","Såld 24 juni 2015","+15 %",""
"Skidvägen 20","Skidvägen 20 RadhusRadhus Kvarnsveden, Borlänge kommun","0 kr/mån","114 m² 4 rum Slutpris 2 060 000 kr","967 m² tomt","114 m² 4 rum","Såld 28 maj 2015","+22 %",""
"Årbyvägen 115","Årbyvägen 115 RadhusRadhus ÅRBY, Borlänge kommun","0 kr/mån","110 m² 5 rum Slutpris 2 600 000 kr","263 m² tomt","110 m² 5 rum","Såld 22 maj 2015","+33 %",""
"Mets Eriks Väg 47","Mets Eriks Väg 47 RadhusRadhus Skräddarbacken, Borlänge kommun","0 kr/mån","116 m² 5 rum Slutpris 1 400 000 kr","285 m² tomt","116 m² 5 rum","Såld 18 maj 2015","+19 %",""
"Örtgatan 38 D","Örtgatan 38 D RadhusRadhus Lergärdet, Borlänge kommun","7 350 kr/mån","127 m² 4 rum Slutpris 740 000 kr","","127 m² 4 rum","Såld 29 april 2015","+64 %",""
"Årbyvägen 17c","Årbyvägen 17c RadhusRadhus Årby, Borlänge kommun","0 kr/mån","124 m² 4 rum Slutpris 1 640 000 kr","354 m² tomt","124 m² 4 rum","Såld 24 april 2015","+18 %",""
"Solrosgatan 10","Solrosgatan 10 RadhusRadhus LERGÄRDET, Borlänge kommun","0 kr/mån","160 m² 6 rum Slutpris 1 500 000 kr","623 m² tomt","160 m² 6 rum","Såld 3 mars 2015","+9 %",""
"Mets Eriks väg 27","Mets Eriks väg 27 RadhusRadhus Skräddarbacken, Borlänge kommun","","133 + 17 m² 6 rum Slutpris 1 660 000 kr","435 m² tomt","133 + 17 m² 6 rum","Såld 2 mars 2015","+16 %",""
"Hagbacksgatan 12:3","Hagbacksgatan 12:3 RadhusRadhus Borlänge, Borlänge kommun","4 400 kr/mån","75 m² 3 rum Slutpris 830 000 kr","","75 m² 3 rum","Såld 13 februari 2015","+4 %",""
"Krossgatan 5","Krossgatan 5 RadhusRadhus Matsknuts, Borlänge kommun","7 370 kr/mån","120 m² 5 rum Slutpris 900 000 kr","","120 m² 5 rum","Såld 29 januari 2015","+13 %",""
"Mets Eriks Väg 49","Mets Eriks Väg 49 RadhusRadhus Skräddarbacken, Borlänge kommun","0 kr/mån","106 m² 3 rum Slutpris 1 000 000 kr","415 m² tomt","106 m² 3 rum","Såld 15 december 2014","-15 %",""
"Glättargatan 17","Glättargatan 17 RadhusRadhus KVARNSVEDEN, Borlänge kommun","0 kr/mån","88 + 32 m² 4 rum Slutpris 1 100 000 kr","417 m² tomt","88 + 32 m² 4 rum","Såld 13 december 2014","+47 %",""
"Täppgatan 6","Täppgatan 6 RadhusRadhus Mjälga, Borlänge kommun","0 kr/mån","95 + 50 m² 3,5 rum Slutpris 750 000 kr","450 m² tomt","95 + 50 m² 3,5 rum","Såld 14 november 2014","+25 %",""
"Hans Filips Väg 27","Hans Filips Väg 27 RadhusRadhus Skräddarbacken, Borlänge kommun","0 kr/mån","118 + 10 m² 4 rum Slutpris 1 390 000 kr","301 m² tomt","118 + 10 m² 4 rum","Såld 13 november 2014","+16 %",""
"houseName","houseAddress","ListPrice","LastPrice","landSize","propertySize","SoldDate","priceChange","isBalconyAvailable"
"Blåbärsstigen 36","Blåbärsstigen 36 RadhusRadhus Medväga, Borlänge kommun","","122 m² 4 rum Slutpris 1 660 000 kr","173 m² tomt","122 m² 4 rum","Såld 3 juni 2016","+28 %",""
"Tunavägen 228a","Tunavägen 228a RadhusRadhus Bro, Borlänge kommun","0 kr/mån","153 + 97 m² 6 rum Slutpris 2 260 000 kr","365 m² tomt","153 + 97 m² 6 rum","Såld 31 maj 2016","+5 %",""
"Bo Eriks Väg 19","Bo Eriks Väg 19 RadhusRadhus Skräddarbacken, Borlänge kommun","0 kr/mån","111 + 5 m² 4 rum Slutpris 1 600 000 kr","254 m² tomt","111 + 5 m² 4 rum","Såld 26 maj 2016","+34 %",""
"Strandängsgatan 29","Strandängsgatan 29 RadhusRadhus Hönsarvet, Borlänge kommun","6 209 kr/mån","117,2 m² 4 rum Slutpris 1 100 000 kr","","117,2 m² 4 rum","Såld 4 maj 2016","+29 %",""
"Huggargatan 4","Huggargatan 4 RadhusRadhus Kvarnsveden, Borlänge kommun","0 kr/mån","93 m² 4 rum Slutpris 2 000 000 kr","335 m² tomt","93 m² 4 rum","Såld 3 maj 2016","+34 %",""
"Granitvägen 12 E","Granitvägen 12 E RadhusRadhus Forssa, Borlänge kommun","6 089 kr/mån","107 m² 4 rum Slutpris 905 000 kr","","107 m² 4 rum","Såld 21 april 2016","+29 %",""
"Örtgatan 27","Örtgatan 27 RadhusRadhus Lergärdet, Borlänge kommun","0 kr/mån","176 m² 6 rum Slutpris 2 000 000 kr","480 m² tomt","176 m² 6 rum","Såld 7 april 2016","+25 %",""
"Hagbacksgatan 16:1","Hagbacksgatan 16:1 RadhusRadhus Domnarvet, Borlänge kommun","4 400 kr/mån","75 m² 3 rum Slutpris 1 225 000 kr","","75 m² 3 rum","Såld 1 april 2016","+26 %",""
"Lergatan 19b","Lergatan 19b RadhusRadhus BORLÄNGE, Borlänge kommun","0 kr/mån","106 + 5 m² 5 rum Slutpris 2 600 000 kr","145 m² tomt","106 + 5 m² 5 rum","Såld 11 mars 2016","+6 %",""
"Källparksgatan 9","Källparksgatan 9 RadhusRadhus Barkargärdet, Borlänge kommun","6 572 kr/mån","110 m² 5 rum Slutpris 1 335 000 kr","","110 m² 5 rum","Såld 15 februari 2016","+41 %",""
"Blåbärsstigen 22","Blåbärsstigen 22 RadhusRadhus Medväga, Borlänge kommun","","120 m² 5 rum Slutpris 1 530 000 kr","317 m² tomt","120 m² 5 rum","Såld 5 februari 2016","+18 %",""
"Stånggatan 16","Stånggatan 16 RadhusRadhus Nygårdsdalen, Borlänge kommun","0 kr/mån","96 m² 4 rum Slutpris 1 620 000 kr","383 m² tomt","96 m² 4 rum","Såld 19 januari 2016","+8 %",""
"Mets Eriks Väg 47","Mets Eriks Väg 47 RadhusRadhus Skräddarbacken, Borlänge kommun","0 kr/mån","116 m² 5 rum Slutpris 1 720 000 kr","285 m² tomt","116 m² 5 rum","Såld 30 december 2015","+1 %",""
"Kämpesgatan 47","Kämpesgatan 47 RadhusRadhus Forssa, Borlänge kommun","0 kr/mån","102 m² 4 rum Slutpris 1 775 000 kr","608 m² tomt","102 m² 4 rum","Såld 17 december 2015","+31 %",""
"Hans Filips Väg 17","Hans Filips Väg 17 RadhusRadhus Skräddarbacken, Borlänge kommun","0 kr/mån","118 + 12 m² 5 rum Slutpris 1 300 000 kr","438 m² tomt","118 + 12 m² 5 rum","Såld 11 december 2015","+31 %",""
"Märkargatan 18","Märkargatan 18 RadhusRadhus Kvarnsveden, Borlänge kommun","0 kr/mån","88 m² 4 rum Slutpris 1 755 000 kr","114 m² tomt","88 m² 4 rum","Såld 4 december 2015","+30 %",""
"Årbyvägen 33A","Årbyvägen 33A RadhusRadhus Årby, Borlänge kommun","","110 m² 4 rum Slutpris 1 450 000 kr","354 m² tomt","110 m² 4 rum","Såld 24 november 2015","-2 %",""
"Sjöbrisvägen 37","Sjöbrisvägen 37 RadhusRadhus ÅRBY, Borlänge kommun","0 kr/mån","110 m² 5 rum Slutpris 1 535 000 kr","248 m² tomt","110 m² 5 rum","Såld 19 november 2015","-1 %",""
"Årbyvägen 27a","Årbyvägen 27a RadhusRadhus Årby, Borlänge kommun","0 kr/mån","132 m² 5 rum Slutpris 1 795 000 kr","513 m² tomt","132 m² 5 rum","Såld 12 november 2015","±0 %",""
"Grönstedtsgatan 10","Grönstedtsgatan 10 RadhusRadhus Gylletäppan, Borlänge kommun","","76 + 76 m² 3 rum Slutpris 1 175 000 kr","260 m² tomt","76 + 76 m² 3 rum","Såld 3 november 2015","+9 %",""
"Ärlestigen 18","Ärlestigen 18 RadhusRadhus MJÄLGA, Borlänge kommun","0 kr/mån","90 + 65 m² 3 rum Slutpris 1 540 000 kr","464 m² tomt","90 + 65 m² 3 rum","Såld 19 oktober 2015","+40 %",""
"Högåkersgatan 10","Högåkersgatan 10 RadhusRadhus GYLLETÄPPAN, Borlänge kommun","0 kr/mån","76 + 76 m² 3 rum Slutpris 1 350 000 kr","267 m² tomt","76 + 76 m² 3 rum","Såld 9 oktober 2015","+17 %",""
"Ols gustavs väg 28","Ols gustavs väg 28 RadhusRadhus Skräddarbacken, Borlänge kommun","6 200 kr/mån","108 m² 4 rum Slutpris 950 000 kr","","108 m² 4 rum","Såld 30 september 2015","±0 %",""
"Arons Eriks väg 26","Arons Eriks väg 26 RadhusRadhus Skräddarbacken, Borlänge kommun","5 550 kr/mån","108,2 m² 4 rum Slutpris 1 050 000 kr","","108,2 m² 4 rum","Såld 10 september 2015","+32 %",""
"Strandängsgatan 23","Strandängsgatan 23 RadhusRadhus HÖNSARVET, Borlänge kommun","6 209 kr/mån","117,2 m² 4 rum Slutpris 950 000 kr","","117,2 m² 4 rum","Såld 27 augusti 2015","+73 %",""
"Rosengatan 4","Rosengatan 4 RadhusRadhus Lergärdet, Borlänge kommun","0 kr/mån","118 m² 4 rum Slutpris 2 070 000 kr","598 m² tomt","118 m² 4 rum","Såld 27 augusti 2015","+15 %",""
"Bävergatan 18","Bävergatan 18 RadhusRadhus Övre Tjärna, Borlänge kommun","5 890 kr/mån","86 m² 4 rum Slutpris 1 000 000 kr","","86 m² 4 rum","Såld 17 augusti 2015","+18 %",""
"Arons Eriks väg 23","Arons Eriks väg 23 RadhusRadhus Skräddarbacken, Borlänge kommun","5 950 kr/mån","108 m² 4 rum Slutpris 1 280 000 kr","","108 m² 4 rum","Såld 3 augusti 2015","+61 %",""
"Granitvägen 12G","Granitvägen 12G RadhusRadhus Forssa, Borlänge kommun","6 090 kr/mån","107 m² 4 rum Slutpris 850 000 kr","","107 m² 4 rum","Såld 30 juli 2015","+43 %",""
